tweet,ensemble_sentiment
united thanks,positive
united thanks taking care mr happy customer,positive
united still refund word via dm please resolve issue cancelled flightled useless assistant trip,negative
united delayed due lack crew now delayed there long line deicing still need improve service united,negative
united thanks filled hows luck common,positive
united eriord express connection hugely popular now eriewr hop,positive
united even international glasgow u orlando newark min,neutral
united think boarded au early think,neutral
united understand tough way airport wo serious risk accident steep price,neutral
united gate agent hooked alternate flight way prevent constant issue rock,neutral
united flying glamco week long airport departure international domestic ta,neutral
united thanks,positive
united thanks ticket,positive
united law policy,neutral
united worst nonrefundable first class ticket oh select globalfc system auto selects economy wupgrade,negative
united cheertymedad buy tix day cant transfer tix flawed security logic flawed customer service,negative
united start claim week unrealistic really supposed go long car seat childridiculous,negative
united follow please airline beautifull,positive
united dont im sure united info system,neutral
united car seat lost united reimburse new one pair shoe necessity child,negative
united submitted response link sent,neutral
united yes david allan send email number kmmvlkm case,neutral
united highbuddyyy totally suck cousin worked phl said united,negative
united wanted let know wonderful rosetta gate agent working dan ase let know wasappreciated,positive
united yes paper voucher got january th,neutral
united beginning feb called united said send another voucher mail never got anything tiredofwaiting,negative
united internet great thing emailing executive company maybe respond timely manner,negative
united need use chase united club pas yr old son come pas,neutral
united suppose number,neutral
united thats weak see ya hey virginamerica,negative
united flew back w company united didnt earlier,negative
united lost voucher given miami aeroport jan use,neutral
united trying book award september need flight aegeanairlines show even w many award seat availab,negative
united sure drive total hour bag id explain debacle one want talk,negative
united cheertymedad gee thats almost caring ppl think im int trusted adult w daughter,neutral
united see told repeatedly pilot late kept getting late flightr boarded defibrillator issue,negative
united preferred security line anymore tsa precheck didnt pull silverairways partner platinum spoiled,negative
united newarkliberty airport need indicate different gate terminal aampc flyingainteasy,negative
united yes please newly married trying update last name preexisting international seems easy,positive
united united refuse reissue lost voucher plane didnt take due mechanic badcustomerservice,negative
united run instructed shattered computer httptcooaflfrwxb,negative
united yes weve agent last minute one agent rude thankfully ladan nice,negative
united thats right overnight miami,neutral
united client hr layover iah day claim amp recheck luggage taken care,neutral
united trying find loaner seat new used used car seat illegal according safety regulation,neutral
united dmed detail,neutral
united iah charlotte baggage claim rep latrice h customerservice non existent ignored customer inappropriately touched customer,negative
united kewl let know overhead bin row inop love good abbreve,positive
united thanks helpgot need issue austrian guess sit awhile longer,positive
united uctraveladvisor loved respond website saw really long form business new seat bad,negative
united refund voucher another different airline expense today hour drive inconvenient,negative
united received call back daysits infant car seat supposed go anywhere child,negative
united thanks concern contact customer care upon return australia,neutral
united well sitting ground time waiting gateagain tiredofthis,negative
united airport snow removal method keep good work folk cessnas become s httptcovtmusjvu,positive
united need guy book plane concern ill travel someone moving forward,negative
united measly ecertificate appreciate loyal customer wait hr tarmac ua unacceptable,negative
united email addressusername signon available,neutral
united thank able claim interim expense cost stuff,positive
united rude rude,negative
united cant boarding pas austrian airline codeshare rebook incls hour layover amp stuck outside sec,negative
united received flight united truly break guitar unitedbreaksguitars wantmymoneyback,negative
united flew telaviv paid third suitcase didnt even make plane besides impolite service,negative
united bag still colo spring disabled search unfamiliar airport look bag good outcome,negative
united shame there flex ticket transfer rule even calling neurosurgery icu isnt enough,negative
united denver said dont handle baggage made colo spring gave number call help either,negative
united guy need serious training customer service many better option put way guy handle ur mistake,negative
united ord dca,neutral
united found problem avoided plague told cant find supervisor,negative
united zccu cancelled h advance need connect reschedule link isnt helping help gf waited month see,negative
united flying,negative
united addition first delayed hour im arriving destination hr late,negative
united cancelled flighted didnt rebook u added now drive denver kcthanks,neutral
united announcement pre boarding address mobility disability requires travel lot stuff preboard,neutral
united flew united last month experience awesome,positive
