given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,ensemble_sentiment,ensemble_sentiment_confidence
Can't Tell,0.6421,Virgin America,0,virginamerica virginatlantic checked sfo lax amp told atlantic flying club gold benefit,negative,1.0
Flight Attendant Complaints,0.6458,Virgin America,0,virginamerica husband ordered three drink via screen never came awesome,negative,1.0
Bad Flight,0.6979,Virgin America,0,virginamerica soooo guy going leave seatbelt light barely call turbulence,negative,1.0
,,Virgin America,0,virginamerica policy flying surgery,neutral,1.0
,,Virgin America,0,virginamerica post second consecutive fullyear net profit atwonline httptcotvbzbzvhg,neutral,1.0
Flight Booking Problems,0.3895,Virgin America,0,virginamerica funny story website broken missing javascript stylesheets checkin process dislike,negative,1.0
,,Virgin America,0,virginamerica love virgin gopro,positive,1.0
,,Virgin America,0,virginamerica result handily exceed forecast nytimes httptcogonmrwemi,neutral,1.0
,,Virgin America,0,virginamerica applied position flylaxairport wondering guy received application,neutral,1.0
,,Virgin America,0,virginamerica achieves second year profitability despite revenue pressure capaaviation httptcozsuztnaijq,neutral,1.0
,,Virgin America,0,virginamerica give positive outlook see increased competition reuters httptcojeuodeyj,neutral,1.0
Customer Service Issue,0.6655,Virgin America,0,virginamerica im trying check ct tmm desktop website working sort caching bug so,negative,1.0
,0.0,Virgin America,0,virginamerica weather delay gt next week jfk bos dca,neutral,0.8598695397377014
,,Virgin America,0,virginamerica madbee check website go airport,neutral,1.0
Customer Service Issue,1.0,Virgin America,0,virginamerica guy know checkin link email broken httptconpxbobmr,negative,1.0
,,Virgin America,0,virginamerica pilot say expect choppy landing nyc due gusty wind wa temperature degree amp wthe windchill,neutral,1.0
,,Virgin America,0,virginamerica loved cant wait monday return mostly watch inflight safety video sorrynotsorry,positive,1.0
Lost Luggage,1.0,Virgin America,1,virginamerica lost luggage day ago vx lax iad amp im calling every day responseplease give back stuff,negative,1.0
Flight Booking Problems,0.662,Virgin America,0,virginamerica booking problem section website seems broken chrome might wan na look,negative,0.9274953007698059
,,Virgin America,0,virginamerica hi wanted see new route planned year newark love flying guy hope,positive,1.0
,,Virgin America,0,virginamerica mean probably inappropriate board,negative,0.9424906373023987
,,Virgin America,0,virginamerica happy spend day together let,positive,0.9836711883544922
,0.0,Virgin America,0,virginamerica saving sanity right now httptcoeltboljul,neutral,0.6817033886909485
,,Virgin America,0,virginamerica missed standby work,neutral,1.0
,,Virgin America,0,virginamerica understanding helped thx comp,positive,1.0
,,Virgin America,0,virginamerica brought way across country today see httptcotkauygcpms,neutral,1.0
,,Virgin America,0,virginamerica thank absolutely,positive,1.0
Can't Tell,1.0,Virgin America,0,virginamerica look broken link asset httpstcooardjjgrrd,negative,1.0
,,Virgin America,0,virginamerica ready let say together noooo turbulence today,neutral,0.6816586852073669
Flight Booking Problems,0.6667,Virgin America,0,virginamerica manage itinerary section website seems broken httpstcopujvcelng,negative,1.0
Customer Service Issue,0.6237,Virgin America,0,virginamerica cant check site look every time load httptcokacyawdbw,negative,1.0
,,Virgin America,2,virginamerica u help freyabevanfund need urgent treatment iny old battling cancer u help flight freyasfund,neutral,1.0
,,Virgin America,0,virginamerica may start service hawaii sanfrancisco year httptcoyponyprzl biztravel,neutral,1.0
Customer Service Issue,0.6596,Virgin America,0,virginamerica carrier le half price round trip fare stunned httptcoukdjjijrow,negative,1.0
Flight Booking Problems,0.6841,Virgin America,0,virginamerica wtf happening pdx late march one way sfo,negative,1.0
,,Virgin America,0,virginamerica add dtw im sold,neutral,0.7127712368965149
,,Virgin America,0,virginamerica free drink back free promo,positive,0.7459457516670227
,,Virgin America,0,virginamerica ssal thanks,positive,1.0
,,Virgin America,0,virginamerica momma made,neutral,0.9250431060791016
,,Virgin America,0,virginamerica please contact portfolio left vx jfk sfo tonite seat need returned call,neutral,1.0
,0.0,Virgin America,0,virginamerica help jkf tonight seat c left portfolio need back,neutral,0.9700959920883179
,,Virgin America,1,virginamerica shrinerack seattle bound wifey got duffle vday shes keeper holla httptcojloiblnair,neutral,0.8308301568031311
Lost Luggage,1.0,Virgin America,0,virginamerica luggage gone ive filed paperwork promised callemail still resolution response central luggage,negative,1.0
,,Virgin America,0,virginamerica debbie baldwin gave rockstar performance safety demo evening vx lassfo bestcrew sherocks,neutral,0.8789622187614441
,,Virgin America,0,virginamerica thanks,positive,0.6482
,,Virgin America,0,virginamerica thanks taking care suuperg rockstars travel,positive,1.0
,,Virgin America,0,virginamerica thanks lovely soft view travel san sfo httptcocnctlgef,positive,1.0
Flight Booking Problems,0.6406,Virgin America,0,virginamerica requested mileage challenge status several week ago online havent heard back help,negative,1.0
Flight Booking Problems,0.3279,Virgin America,0,virginamerica trying book ticket nyc facing super fun broken styling dont worry ill keep trying,negative,0.6381
,,Virgin America,1,virginamerica many thanks follow ourprincess freyasfund usa bandie looking help httptcoujfszikd,positive,0.9698427319526672
,,Virgin America,0,virginamerica nice lofty view flylaxairport silverstatus httptcoftpdawbd,positive,0.9581758379936218
Customer Service Issue,0.6543,Virgin America,0,virginamerica applied status match feb got confirmation email day still news though guy dropped ball late flightly,negative,1.0
,,Virgin America,0,virginamerica new go airline,neutral,0.8371632695198059
,,Virgin America,1,virginamerica virginatlantic gma americanair help ourprincess need help usa httptcoaztdaer,neutral,1.0
,,Virgin America,0,virginamerica adore looking forward austin two week,positive,1.0
,,Virgin America,0,virginamerica glad mentioned took first virgin year back transformative experience,positive,0.9824946522712708
,,Virgin America,0,virginamerica booking problem uphold status match tax ticket count earned status point statusmatch virginamerica,neutral,1.0
Customer Service Issue,0.3461,Virgin America,0,virginamerica trying checkinbut look site,neutral,0.969833493232727
Late Flight,0.6558,Virgin America,1,virginamerica spending birthday night daldca home,neutral,0.963272213935852
Customer Service Issue,0.3617,Virgin America,0,virginamerica sent couple message email provided avail try next year cheer,neutral,0.9214767217636108
,,Virgin America,0,virginamerica first time flying virgin went sanfrancisco thanks smooth ride easily new fav airline,positive,1.0
Can't Tell,0.324,Virgin America,0,virginamerica seriously though direct flight sfofll may,neutral,0.9180375933647156
Flight Booking Problems,0.3617,Virgin America,0,virginamerica fine already done purchase try go way go back,neutral,0.8434752225875854
Bad Flight,0.6723,Virgin America,0,virginamerica really experience hoping w forced check small carry w nothing empty cabin space board,negative,1.0
longlines,0.7223,Virgin America,0,virginamerica wjere luggage slow lax,negative,0.7223
,,Virgin America,0,virginamerica jump dallas austin market httptcoszrpioa,neutral,0.9690263271331787
Customer Service Issue,0.6581,Virgin America,0,virginamerica spoke representative offered solution loyal customer fly virginatlantic well,negative,1.0
Flight Booking Problems,0.6725,Virgin America,0,virginamerica deeply disappointed birthday promo applied trip booked mere day received email,negative,1.0
Flight Booking Problems,0.3438,Virgin America,0,virginamerica happened direct flight sfofll looking may see connecting help dontdothistome,negative,0.654
,,Virgin America,0,virginamerica help left blazer kooples jacket bag rd row second seat right gate t lax sfo,neutral,1.0
,,Virgin America,0,virginamerica partner visa checkout mobile payment method help boost mobile conversion rate etailwest payment visa,neutral,1.0
,,Virgin America,0,virginamerica promoting product problem southwest recommend noneother best httptcotfanxbhcf,positive,1.0
,,Virgin America,0,virginamerica love guy pls direct route la au,positive,1.0
,,Virgin America,0,virginamerica help flight please,neutral,1.0
,0.0,Virgin America,0,bruh virginamerica giannilee turn vxsafetydance,neutral,0.9608845710754395
,,Virgin America,0,virginamerica course work virginatlantic im obsessed entire virgin family,positive,1.0
,,Virgin America,0,virginamerica ok first time flying tonight,positive,0.6548
,,Virgin America,0,virginamerica digging swanky pink mood lighting nyc sfo need cabaret singer think,neutral,0.8015758395195007
,,Virgin America,0,virginamerica done need receipt asap please help,neutral,1.0
Can't Tell,0.6756,Virgin America,0,virginamerica d d embossed badge patch superior one currently using httptcofqxelbon,neutral,0.8294582366943359
Bad Flight,0.6899,Virgin America,0,virginamerica vx jfk la dirty plane standard,negative,1.0
Bad Flight,1.0,Virgin America,0,virginamerica vx headed la jfk dirtiest va plane sad great airline,negative,1.0
,,Virgin America,0,virginamerica got squared away someone picked soon tweeted tweeted sooner,positive,0.6888
Customer Service Issue,1.0,Virgin America,0,virginamerica avis rental continue button doesnt work website book car tried time phone suck,negative,1.0
Late Flight,1.0,Virgin America,0,virginamerica delayed,negative,1.0
Customer Service Issue,1.0,Virgin America,0,virginamerica currently minute hold cust service need anything add lap child reservation,negative,1.0
,,Virgin America,0,virginamerica add pillow instead lieflat seat first class arm race httptcosfjduahxz skift,neutral,0.9516329169273376
,,Virgin America,0,virginamerica karinslee course fun celebrating thanks happy chinese new year,positive,0.9930481910705566
,,Virgin America,0,virginamerica booking problem last second next week sfo san chance want gift promo code love guy,positive,0.6395
Can't Tell,1.0,Virgin America,0,virginamerica comenity bank joke please change nothing constant problem bank,negative,1.0
,0.0,Virgin America,0,virginamerica dm u add,neutral,0.9632944464683533
,,Virgin America,0,virginamerica grandma ellas th lt bday greeting crew stewardess eastern airline,neutral,0.8631889224052429
,,Virgin America,0,virginamerica bought tix atx dallas route thanks adding love yr airline amp yr website best transactional site,positive,1.0
,,Virgin America,0,virginamerica anytime sugafly,neutral,1.0
,,Virgin America,0,virginamerica gave credit late yesterday great service thats wow moment unexpected gesture,positive,1.0
,,Virgin America,0,virginamerica need receipt change send one,neutral,1.0
Customer Service Issue,1.0,Virgin America,0,virginamerica submitted status match request back still havent heard im flying monday look accelerate,negative,1.0
,,Virgin America,0,virginamerica safety video httptcocqmmnuem loved first cross country livewelltraveled sytycd,positive,1.0
,,Virgin America,0,virginamerica doesnt look fat look yummy,positive,0.9027219414710999
,,Virgin America,0,virginamerica ceo say southwest amp jetblue strayed low cost model httptcosctomh,neutral,1.0
,,Virgin America,0,virginamerica brilliant brisk boston cue vx httptcormznivgmg,neutral,0.7411871552467346
