given_sentiment,given_sentiment_confidence,given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,sia_sentiment,sia_sentiment_confidence,bert_sentiment,bert_sentiment_confidence,roberta_sentiment,roberta_sentiment_confidence,distilbert_sentiment,distilbert_sentiment_confidence,ensemble_sentiment,ensemble_sentiment_confidence
positive,1.0,,,Virgin America,1,virginamerica rock making watch oscar redcarpet oscar oscar,neutral,1.0,neutral,0.9373147487640381,neutral,0.6932056546211243,positive,0.4639837443828583,positive,1.0
neutral,1.0,,,Virgin America,0,virginamerica reallytallchris dropped track httpstcozvpttrk,neutral,1.0,neutral,0.9654757976531982,neutral,0.9200558066368103,negative,0.46542826294898987,neutral,1.0
positive,0.7011,,,Virgin America,0,virginamerica always xoxo,positive,0.667,positive,0.7791000604629517,positive,0.6651909351348877,positive,0.5617501139640808,positive,0.7791000604629517
negative,1.0,Flight Booking Problems,1.0,Virgin America,0,virginamerica cant book seat flight buy even check creates much anxiety frustrated,negative,0.315,negative,0.9791918992996216,negative,0.9027783274650574,negative,0.8910056352615356,negative,1.0
negative,0.6543,Flight Attendant Complaints,0.3562,Virgin America,0,virginamerica youd think paying extra buck rt luggage might afford hiring extra hand sfo lame,positive,0.168,negative,0.9502630829811096,negative,0.8727748394012451,negative,0.4410995841026306,negative,0.9502630829811096
positive,1.0,,,Virgin America,0,virginamerica best customer service rep world irmafromdallas take cake,positive,0.344,positive,0.9888108968734741,positive,0.8291175365447998,positive,0.777046799659729,positive,1.0
neutral,0.355,,0.0,Virgin America,0,virginamerica find u flt lax sooner midnight monday great customer service,positive,0.313,positive,0.9875017404556274,positive,0.8055744767189026,positive,0.8502813577651978,positive,0.9875017404556274
negative,0.6889,Late Flight,0.6889,Virgin America,0,virginamerica please provide status cant imagine time web indicates dude weather andor dallas,positive,0.161,neutral,0.9199956655502319,neutral,0.5071043968200684,positive,0.48659488558769226,neutral,0.9199956655502319
positive,1.0,,,Virgin America,0,virginamerica amazing staff amp super helpful ran waltdisneyworld princesshalf spoiled comfort,positive,0.65,positive,0.9750381112098694,positive,0.968055784702301,positive,0.8982085585594177,positive,1.0
negative,1.0,Cancelled Flight,1.0,Virgin America,0,virginamerica paid premium fly across country cancelled offer check fee upgrade love sad face,neutral,0.542,negative,0.9678809642791748,negative,0.841485321521759,negative,0.4993177354335785,negative,1.0
negative,0.679,Flight Booking Problems,0.3684,Virgin America,0,virginamerica question possible book seat infant giving option want seat,positive,0.316,neutral,0.9745680093765259,neutral,0.9159111976623535,positive,0.562537431716919,neutral,0.9745680093765259
positive,1.0,,,Virgin America,2,always together youre welcome rt virginamerica jessicajaymes youre welcome,positive,0.462,positive,0.9880317449569702,positive,0.9471372365951538,positive,0.9521368145942688,positive,1.0
positive,1.0,,,Virgin America,0,virginamerica home dc sunset globe backtowinter back work refreshed httptcovxvbctdlf,neutral,1.0,neutral,0.7223497629165649,neutral,0.8023385405540466,positive,0.4847477972507477,positive,1.0
negative,1.0,Damaged Luggage,0.6501,Virgin America,0,virginamerica dont understand need dm give answer damaged luggage policy,negative,0.244,negative,0.9686443209648132,negative,0.8911710977554321,negative,0.6633113026618958,negative,1.0
negative,1.0,Damaged Luggage,1.0,Virgin America,0,virginamerica mean dont policy destroyed luggage,positive,0.345,negative,0.8946653604507446,neutral,0.5120835304260254,negative,0.7716986536979675,negative,1.0
neutral,1.0,,,Virgin America,0,virginamerica special assistance travel alone w kid infant priority boarding,positive,0.231,neutral,0.9471147656440735,neutral,0.8985337615013123,positive,0.5772477388381958,neutral,1.0
positive,1.0,,,Virgin America,0,virginamerica thank checking ticket purchased customer happy,positive,0.554,positive,0.9860931634902954,positive,0.9153684973716736,positive,0.9263395667076111,positive,1.0
neutral,1.0,,,Virgin America,0,virginamerica website coming back online,neutral,1.0,neutral,0.8235375881195068,neutral,0.8573259711265564,positive,0.501935601234436,neutral,1.0
neutral,0.6732,,0.0,Virgin America,0,virginamerica love field sfo definitely cancelled flightled monday february,positive,0.463,neutral,0.5544886589050293,negative,0.8524606227874756,positive,0.6621411442756653,neutral,0.6732
neutral,1.0,,,Virgin America,0,virginamerica lga dfw time,neutral,1.0,neutral,0.9673222899436951,neutral,0.8411993384361267,positive,0.5096522569656372,neutral,1.0
neutral,1.0,,,Virgin America,0,virginamerica driver license expired little month fly friday morning using expired license,neutral,1.0,negative,0.8796569108963013,negative,0.6306667923927307,positive,0.37718167901039124,neutral,1.0
negative,1.0,Customer Service Issue,0.6983,Virgin America,0,virginamerica problem booking problem web site keep giving error contact phone phone minute wait,negative,0.395,negative,0.9709380865097046,negative,0.9089844822883606,negative,0.5785892009735107,negative,1.0
negative,0.6593,Cancelled Flight,0.6593,Virgin America,0,virginamerica reschedule cancelled flightled flight online change button greyed,negative,0.2,negative,0.8794853687286377,negative,0.5984849333763123,negative,0.5320590138435364,negative,0.8794853687286377
negative,1.0,Flight Booking Problems,0.6556,Virgin America,0,virginamerica rang wait minute book ticket vendor fix site,neutral,1.0,neutral,0.9426479339599609,negative,0.7566993236541748,positive,0.5302016139030457,negative,1.0
negative,1.0,Late Flight,0.3571,Virgin America,0,virginamerica got told todaychecked email tomorrow unacceptable,negative,0.333,negative,0.9740748405456543,negative,0.8504711985588074,negative,0.44618356227874756,negative,1.0
negative,1.0,Cancelled Flight,1.0,Virgin America,0,virginamerica lga cancelled flighted stuck dallas called reschedule told today,negative,0.333,negative,0.8974219560623169,negative,0.7334536910057068,negative,0.5788695216178894,negative,1.0
negative,1.0,Bad Flight,1.0,Virgin America,0,virginamerica dont pairing include red wine white offered redwineisbetter,neutral,1.0,neutral,0.7509944438934326,neutral,0.612176775932312,positive,0.4614829421043396,negative,1.0
negative,0.6517,Customer Service Issue,0.3371,Virgin America,0,virginamerica website,neutral,1.0,neutral,0.9468560814857483,neutral,0.8485817909240723,positive,0.5647467970848083,neutral,0.9468560814857483
negative,0.68,Customer Service Issue,0.35,Virgin America,0,virginamerica site seems little wonked right now may want look tried two browser cs httptcoqsqmmkf,positive,0.085,negative,0.7118467092514038,negative,0.8044337034225464,negative,0.5126625895500183,negative,0.8044337034225464
negative,1.0,Customer Service Issue,0.7002,Virgin America,0,virginamerica im disappointed agent designated silver status check line dullesairport closed assist pasengers,negative,0.205,negative,0.9790971875190735,negative,0.9118216633796692,negative,0.5546135306358337,negative,1.0
neutral,1.0,,,Virgin America,0,virginamerica plan include austin dallas route topnews arab emirate httptcoaqzwecokk,neutral,1.0,neutral,0.9722782969474792,neutral,0.8990405797958374,positive,0.5503162145614624,neutral,1.0
negative,1.0,Customer Service Issue,1.0,Virgin America,0,virginamerica normal receive reply central baggage baggageissues smh,negative,0.247,negative,0.8913216590881348,negative,0.8096246719360352,positive,0.5075214505195618,negative,1.0
negative,1.0,longlines,0.6818,Virgin America,0,virginamerica logan airport waiting checkin checkin desk open,neutral,1.0,neutral,0.9722679257392883,neutral,0.9103162288665771,positive,0.5117422342300415,negative,1.0
neutral,1.0,,,Virgin America,0,virginamerica jump dallasaustin market dallasnews httptcoewwgigdx,neutral,1.0,neutral,0.9749709367752075,neutral,0.9051799774169922,positive,0.5452716946601868,neutral,1.0
neutral,1.0,,,Virgin America,0,virginamerica beat eps view take southwestair va luv investor business daily httptcoflwmgdahxu,neutral,1.0,neutral,0.9256585240364075,neutral,0.6854151487350464,positive,0.5505955815315247,neutral,1.0
neutral,1.0,,,Virgin America,0,virginamerica lister show monday,neutral,1.0,neutral,0.9657056331634521,neutral,0.924534022808075,positive,0.6301738023757935,neutral,1.0
neutral,1.0,,,Virgin America,0,virginamerica begin dallasaustin flight april ketr httptcossuvwwkyhh,neutral,1.0,neutral,0.9604607820510864,neutral,0.8041625618934631,positive,0.5521705150604248,neutral,1.0
negative,1.0,Can't Tell,0.6629999999999999,Virgin America,0,virginamerica congrats got business ewr sfolax fuck united fl sfoewr clincher,positive,0.35,positive,0.4929121732711792,neutral,0.3881385922431946,positive,0.7524625062942505,negative,1.0
negative,1.0,Customer Service Issue,0.6777,Virgin America,0,virginamerica applied week ago havent heard back im flying week disappointed,negative,0.237,negative,0.9782258868217468,negative,0.9219267964363098,negative,0.44676557183265686,negative,1.0
neutral,0.6816,,0.0,Virgin America,0,virginamerica id love know policy damaged luggage,positive,0.347,negative,0.8074990510940552,neutral,0.6291316151618958,positive,0.5947736501693726,neutral,0.6816
positive,1.0,,,Virgin America,0,virginamerica thank follow,positive,0.556,neutral,0.7856139540672302,neutral,0.5334635972976685,positive,0.781473696231842,positive,1.0
negative,1.0,Customer Service Issue,1.0,Virgin America,0,virginamerica many apology worse airline dont even respond cudtomers,negative,0.274,negative,0.981217622756958,negative,0.9283703565597534,negative,0.8635676503181458,negative,1.0
negative,1.0,Cancelled Flight,0.3709,Virgin America,0,virginamerica shame va making people spend money stranded city airline landing jfk reimburse,negative,0.205,negative,0.96396404504776,negative,0.9177078604698181,negative,0.4493944048881531,negative,1.0
neutral,0.6701,,0.0,Virgin America,0,virginamerica ttinac dm,neutral,1.0,neutral,0.9624638557434082,neutral,0.8848345875740051,positive,0.45479655265808105,neutral,0.9624638557434082
neutral,0.6942,,0.0,Virgin America,0,virginamerica please flight sjc choice fly southwest vega,positive,0.247,neutral,0.9387372732162476,neutral,0.8349096179008484,positive,0.5975825190544128,neutral,0.9387372732162476
negative,1.0,Customer Service Issue,0.7148,Virgin America,0,virginamerica bad say take day via confirmation email inquired week claim week,negative,0.241,negative,0.9533060789108276,negative,0.8568539023399353,negative,0.8121137619018555,negative,1.0
negative,0.6791,Cancelled Flight,0.6791,Virgin America,0,virginamerica bos gt la tomorrow cancelled flightled notification wait time hour rebook another airline,neutral,0.745,negative,0.9169653654098511,negative,0.8525809645652771,negative,0.5658164620399475,negative,0.9169653654098511
positive,0.3579,,0.0,Virgin America,0,rt virginamerica youve met match got status another airline upgrade restr httptcorhkamxvf httptcopyalebgkjt,neutral,1.0,positive,0.7953019738197327,neutral,0.8213221430778503,positive,0.5705553889274597,positive,0.7953019738197327
positive,1.0,,,Virgin America,0,virginamerica way fly elevate gold,neutral,1.0,neutral,0.898400604724884,positive,0.5875285267829895,positive,0.7189363837242126,positive,1.0
neutral,0.653,,,Virgin America,0,virginamerica guy flight cmh,neutral,1.0,neutral,0.9519737362861633,neutral,0.835627019405365,positive,0.517918050289154,neutral,0.9519737362861633
negative,1.0,Can't Tell,0.648,Virgin America,0,virginamerica lot apology thrown customer seevery sad thanks nothing worst airline,positive,0.423,negative,0.9815950393676758,negative,0.9472531676292419,negative,0.6196056008338928,negative,1.0
negative,1.0,Flight Attendant Complaints,0.6729,Virgin America,0,virginamerica stuff wrong nothing worst,positive,0.351,negative,0.9805337190628052,negative,0.9013049006462097,negative,0.39804959297180176,negative,1.0
neutral,0.6743,,0.0,Virgin America,0,virginamerica issue finding missing item plane help find airport plane headed next,positive,0.181,neutral,0.6300555467605591,negative,0.5038748383522034,negative,0.41495534777641296,neutral,0.6743
positive,0.6783,,,Virgin America,0,virginamerica match americanairlines status cool,positive,0.365,positive,0.9531713128089905,neutral,0.5867280960083008,positive,0.8335635662078857,positive,0.9531713128089905
neutral,0.6863,,,Virgin America,0,virginamericayouve met matchgot status another airline upgrade httptcohrdktqy asarcoesar,neutral,1.0,neutral,0.7568889260292053,neutral,0.8135364055633545,positive,0.5550626516342163,neutral,0.8135364055633545
negative,1.0,Flight Booking Problems,0.6705,Virgin America,0,virginamerica trying book guy website wont let lose business,positive,0.22,negative,0.7478348612785339,negative,0.8785828351974487,negative,0.6524456143379211,negative,1.0
negative,1.0,Can't Tell,1.0,Virgin America,0,virginamerica suck,negative,0.744,negative,0.977156400680542,negative,0.881201446056366,positive,0.5536379814147949,negative,1.0
positive,1.0,,,Virgin America,0,virginamerica thanks,positive,0.744,neutral,0.5530611276626587,neutral,0.6961029767990112,positive,0.9148119688034058,positive,1.0
negative,1.0,Flight Booking Problems,0.6648,Virgin America,0,virginamerica dmd issue persisting,neutral,1.0,negative,0.9433910846710205,neutral,0.5955734252929688,positive,0.4255300760269165,negative,1.0
negative,1.0,Cancelled Flight,1.0,Virgin America,0,virginamerica never recd cancelled flightlation notice left w option fly p driving la red eye mon w kid,positive,0.111,negative,0.8310250043869019,negative,0.6689304709434509,neutral,0.35550788044929504,negative,1.0
negative,1.0,Flight Booking Problems,1.0,Virgin America,0,virginamerica trying book amp site,neutral,1.0,neutral,0.9755821228027344,neutral,0.6625520586967468,positive,0.49897274374961853,negative,1.0
